## Mon Oct 24 05:02:52 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WA5_RS14440	196627.cg3196	8.76e-305	829.0	COG0562@1|root,COG0562@2|Bacteria,2GK2Z@201174|Actinobacteria,22JKH@1653|Corynebacteriaceae	201174|Actinobacteria	M	UDP-galactopyranose mutase	glf	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0008767,GO:0009273,GO:0009987,GO:0016020,GO:0016853,GO:0016866,GO:0030312,GO:0042546,GO:0044085,GO:0044464,GO:0071554,GO:0071766,GO:0071840,GO:0071944	5.4.99.9	ko:K01854	ko00052,ko00520,map00052,map00520	-	R00505,R09009	RC00317,RC02396	ko00000,ko00001,ko01000	-	-	iNJ661.Rv3809c	GLF,NAD_binding_8
WA5_RS14445	196627.cg3197	0.0	1287.0	COG5479@1|root,COG5479@2|Bacteria,2GNDB@201174|Actinobacteria,22KEU@1653|Corynebacteriaceae	201174|Actinobacteria	M	protein potentially involved in peptidoglycan biosynthesis	csp	-	-	-	-	-	-	-	-	-	-	-	Amidase_2,LGFP
WA5_RS14450	196627.cg3198	0.0	1018.0	COG0554@1|root,COG0554@2|Bacteria,2GM13@201174|Actinobacteria,22KA1@1653|Corynebacteriaceae	201174|Actinobacteria	F	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	glpK	GO:0003674,GO:0003824,GO:0004370,GO:0005975,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019751,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0071704,GO:1901615	2.7.1.30	ko:K00864	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626	-	R00847	RC00002,RC00017	ko00000,ko00001,ko01000,ko04147	-	-	-	FGGY_C,FGGY_N
WA5_RS14455	196627.cg3199	8.1e-198	548.0	COG0561@1|root,COG0561@2|Bacteria,2GP42@201174|Actinobacteria,22JV1@1653|Corynebacteriaceae	201174|Actinobacteria	S	hydrolases of the HAD superfamily	yidA	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
WA5_RS14460	196627.cg3200	1.2e-209	579.0	COG0204@1|root,COG0204@2|Bacteria,2GKM6@201174|Actinobacteria,22KYP@1653|Corynebacteriaceae	201174|Actinobacteria	I	Acyltransferase	plsC	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
WA5_RS14465	196627.cg3201	5.31e-303	826.0	COG0172@1|root,COG0172@2|Bacteria,2GIWP@201174|Actinobacteria,22KMX@1653|Corynebacteriaceae	201174|Actinobacteria	J	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)	serS	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	6.1.1.11	ko:K01875	ko00970,map00970	M00359,M00360	R03662,R08218	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Seryl_tRNA_N,tRNA-synt_2b
WA5_RS14470	196627.cg3202	3.16e-189	525.0	COG2188@1|root,COG2188@2|Bacteria,2GJZ1@201174|Actinobacteria,22R86@1653|Corynebacteriaceae	201174|Actinobacteria	K	UbiC transcription regulator-associated domain protein	hutC	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
WA5_RS14475	196627.cg3203	1.64e-247	681.0	2BXNT@1|root,30VN0@2|Bacteria,2H72W@201174|Actinobacteria,22JPJ@1653|Corynebacteriaceae	201174|Actinobacteria	S	Septum formation	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Septum_form
WA5_RS14480	196627.cg3204	4.91e-80	237.0	COG3824@1|root,COG3824@2|Bacteria,2IKXW@201174|Actinobacteria,22NFJ@1653|Corynebacteriaceae	201174|Actinobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	Zincin_1
WA5_RS14490	196627.cg3206	5.48e-164	458.0	COG0406@1|root,COG0406@2|Bacteria,2GP71@201174|Actinobacteria,22KV7@1653|Corynebacteriaceae	201174|Actinobacteria	G	Belongs to the phosphoglycerate mutase family	pgmB	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
WA5_RS14495	196627.cg3207	8.61e-223	614.0	COG0077@1|root,COG0077@2|Bacteria,2GJQ5@201174|Actinobacteria,22JUI@1653|Corynebacteriaceae	201174|Actinobacteria	E	Prephenate dehydratase	pheA	GO:0003674,GO:0003824,GO:0004664,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006558,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009987,GO:0016053,GO:0016597,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0019438,GO:0019752,GO:0031406,GO:0033585,GO:0036094,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046417,GO:0046983,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223	4.2.1.51	ko:K04518	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024	R00691,R01373	RC00360	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,PDT
WA5_RS14500	196627.cg3208	1.75e-277	758.0	COG0154@1|root,COG0154@2|Bacteria,2GKPZ@201174|Actinobacteria,22JMT@1653|Corynebacteriaceae	201174|Actinobacteria	J	Belongs to the amidase family	-	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	Amidase
WA5_RS14505	196627.cg3209	6.1e-171	477.0	COG1266@1|root,COG1266@2|Bacteria,2GK11@201174|Actinobacteria,22JWS@1653|Corynebacteriaceae	201174|Actinobacteria	S	metal-dependent membrane protease	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
WA5_RS14515	196627.cg3210	3.98e-278	763.0	COG1316@1|root,COG1316@2|Bacteria,2GJJJ@201174|Actinobacteria,22JP8@1653|Corynebacteriaceae	201174|Actinobacteria	K	function transcriptional attenuator common domain protein	lytR2	-	-	-	-	-	-	-	-	-	-	-	LytR_cpsA_psr
WA5_RS14525	196627.cg3212	2.05e-72	217.0	COG0599@1|root,COG0599@2|Bacteria	2|Bacteria	S	peroxiredoxin activity	-	-	4.1.1.44	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	-	R03470	RC00938	ko00000,ko00001,ko01000	-	-	-	CMD
WA5_RS14530	196627.cg3213	3.14e-266	734.0	COG0715@1|root,COG0715@2|Bacteria,2GN9B@201174|Actinobacteria,22MMM@1653|Corynebacteriaceae	201174|Actinobacteria	P	Protein of unknown function (DUF3500)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3500
WA5_RS14535	196627.cg3214	2.76e-201	558.0	COG5577@1|root,COG5577@2|Bacteria,2I2MH@201174|Actinobacteria,22K10@1653|Corynebacteriaceae	201174|Actinobacteria	M	PFAM Coat F domain	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14540	196627.cg3215	1.11e-187	520.0	COG0584@1|root,COG0584@2|Bacteria,2GMMS@201174|Actinobacteria,22M3I@1653|Corynebacteriaceae	201174|Actinobacteria	C	glycerophosphoryl diester phosphodiesterase	glpQ	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD
WA5_RS14545	196627.cg3216	2.11e-307	841.0	COG2610@1|root,COG2610@2|Bacteria,2GITQ@201174|Actinobacteria,22M7Y@1653|Corynebacteriaceae	201174|Actinobacteria	EG	H gluconate symporter and related permeases	gntP	-	-	ko:K03299	-	-	-	-	ko00000,ko02000	2.A.8	-	-	GntP_permease
WA5_RS14550	196627.cg3218	0.0	1204.0	COG0469@1|root,COG0469@2|Bacteria,2H57R@201174|Actinobacteria,22KV6@1653|Corynebacteriaceae	201174|Actinobacteria	G	Pyruvate kinase	-	-	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PK
WA5_RS14555	196627.cg3219	2.04e-225	621.0	COG0039@1|root,COG0039@2|Bacteria,2GN5S@201174|Actinobacteria,22JRK@1653|Corynebacteriaceae	201174|Actinobacteria	C	Belongs to the LDH MDH superfamily. LDH family	ldh	-	1.1.1.27,1.1.1.37	ko:K00016,ko:K00024	ko00010,ko00020,ko00270,ko00620,ko00630,ko00640,ko00680,ko00710,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04922,map00010,map00020,map00270,map00620,map00630,map00640,map00680,map00710,map00720,map01100,map01110,map01120,map01130,map01200,map04922	M00009,M00011,M00012,M00168,M00173,M00346,M00374,M00620,M00740	R00342,R00703,R01000,R03104,R07136	RC00031,RC00044	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Ldh_1_C,Ldh_1_N
WA5_RS14560	196627.cg3220	0.0	1197.0	COG4425@1|root,COG4425@2|Bacteria,2GKB5@201174|Actinobacteria,22K6I@1653|Corynebacteriaceae	201174|Actinobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_9,Abhydrolase_9_N
WA5_RS14565	196627.cg3221	3.45e-157	440.0	COG1011@1|root,COG1011@2|Bacteria,2GNSS@201174|Actinobacteria,22NIP@1653|Corynebacteriaceae	201174|Actinobacteria	S	hydrolase (HAD superfamily)	-	-	-	ko:K07025	-	-	-	-	ko00000	-	-	-	HAD_2
WA5_RS14570	196627.cg3223	1.28e-130	370.0	COG0431@1|root,COG0431@2|Bacteria,2GNFR@201174|Actinobacteria,22N47@1653|Corynebacteriaceae	201174|Actinobacteria	S	reductase	-	-	-	-	-	-	-	-	-	-	-	-	FMN_red
WA5_RS14575	196627.cg3224	2.11e-156	439.0	COG2186@1|root,COG2186@2|Bacteria,2GZJA@201174|Actinobacteria,22K6E@1653|Corynebacteriaceae	201174|Actinobacteria	K	transcriptional regulators	-	-	-	ko:K05799	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
WA5_RS14580	196627.cg3225	1.41e-199	551.0	COG1409@1|root,COG1409@2|Bacteria,2GKMR@201174|Actinobacteria,22KTM@1653|Corynebacteriaceae	201174|Actinobacteria	S	Serine threonine-specific protein phosphatase	-	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	Metallophos
WA5_RS14585	196627.cg3226	2.3e-314	856.0	COG0477@1|root,COG0477@2|Bacteria,2GIYR@201174|Actinobacteria,22K4I@1653|Corynebacteriaceae	201174|Actinobacteria	EGP	Permeases of the major facilitator superfamily	-	-	-	ko:K08172	-	-	-	-	ko00000,ko02000	2.A.1.6.6	-	-	MFS_1,Sugar_tr
WA5_RS14590	196627.cg3227	3.07e-301	822.0	COG1304@1|root,COG1304@2|Bacteria,2GJA5@201174|Actinobacteria,22JMJ@1653|Corynebacteriaceae	201174|Actinobacteria	C	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	lldD	-	1.1.2.3,1.1.3.15	ko:K00101,ko:K00104	ko00620,ko00630,ko01100,ko01110,ko01120,ko01130,map00620,map00630,map01100,map01110,map01120,map01130	-	R00196,R00475	RC00042,RC00044	ko00000,ko00001,ko01000	-	-	-	FMN_dh
WA5_RS14600	196627.cg3230	9.57e-60	186.0	COG3620@1|root,COG3620@2|Bacteria,2GX50@201174|Actinobacteria	201174|Actinobacteria	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
WA5_RS14615	196627.cg3232	0.0	1065.0	COG1409@1|root,COG1409@2|Bacteria,2GP0C@201174|Actinobacteria,22KJP@1653|Corynebacteriaceae	201174|Actinobacteria	S	Pfam PF00149	-	-	-	-	-	-	-	-	-	-	-	-	DUF5011,Metallophos,Pur_ac_phosph_N
WA5_RS14620	196627.cg3233	8.64e-125	355.0	COG4894@1|root,COG4894@2|Bacteria,2IS8M@201174|Actinobacteria,22MP8@1653|Corynebacteriaceae	201174|Actinobacteria	S	Scramblase	-	-	-	-	-	-	-	-	-	-	-	-	Scramblase
WA5_RS14635	196627.cg3236	3.73e-168	468.0	COG0225@1|root,COG0225@2|Bacteria,2GJ1S@201174|Actinobacteria,22KBQ@1653|Corynebacteriaceae	201174|Actinobacteria	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrA	-	1.8.4.11	ko:K07304	-	-	-	-	ko00000,ko01000	-	-	-	PMSR
WA5_RS14640	196627.cg3237	1.79e-144	407.0	COG0605@1|root,COG0605@2|Bacteria,2GJV8@201174|Actinobacteria,22K89@1653|Corynebacteriaceae	201174|Actinobacteria	C	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	sodA	-	1.15.1.1	ko:K04564	ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016	-	-	-	ko00000,ko00001,ko01000	-	-	-	Sod_Fe_C,Sod_Fe_N
WA5_RS14650	196627.cg3239	1.37e-220	608.0	COG0583@1|root,COG0583@2|Bacteria,2GTX3@201174|Actinobacteria,22K6M@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	ko:K09681	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
WA5_RS14655	196627.cg3240	4.36e-283	775.0	COG0477@1|root,COG2814@2|Bacteria,2GMWE@201174|Actinobacteria,22K0S@1653|Corynebacteriaceae	201174|Actinobacteria	EGP	Permeases of the major facilitator superfamily	ynfM	-	-	ko:K08224	-	-	-	-	ko00000,ko02000	2.A.1.36	-	-	MFS_1,Sugar_tr
WA5_RS14660	196627.cg3242	0.0	980.0	COG3794@1|root,COG3794@2|Bacteria,2I5B8@201174|Actinobacteria,22JUB@1653|Corynebacteriaceae	201174|Actinobacteria	C	PFAM blue (type 1) copper domain protein	-	-	1.7.2.1	ko:K00368	ko00910,ko01120,map00910,map01120	M00529	R00783,R00785	RC00086	ko00000,ko00001,ko00002,ko01000	-	-	-	Cupredoxin_1
WA5_RS14665	196627.cg3243	0.0	953.0	COG2251@1|root,COG2251@2|Bacteria,2HF5B@201174|Actinobacteria,22KF3@1653|Corynebacteriaceae	201174|Actinobacteria	S	Nuclease, RecB family	-	-	-	-	-	-	-	-	-	-	-	-	RNase_H_2
WA5_RS14670	196627.cg3244	1.08e-130	373.0	2E45H@1|root,32Z1I@2|Bacteria,2GN4U@201174|Actinobacteria,22KYY@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14675	196627.cg3245	1.69e-310	852.0	COG0477@1|root,COG2814@2|Bacteria,2H8UD@201174|Actinobacteria	201174|Actinobacteria	EGP	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg,MFS_1,Sugar_tr
WA5_RS14680	196627.cg3246	2.95e-106	306.0	COG1846@1|root,COG1846@2|Bacteria,2HGXY@201174|Actinobacteria,22PGB@1653|Corynebacteriaceae	201174|Actinobacteria	K	Winged helix-turn-helix DNA-binding	-	-	-	-	-	-	-	-	-	-	-	-	MarR
WA5_RS14685	196627.cg3247	4.13e-140	397.0	COG2197@1|root,COG2197@2|Bacteria,2GJRY@201174|Actinobacteria,22JKG@1653|Corynebacteriaceae	201174|Actinobacteria	K	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	hrrA2	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
WA5_RS14690	196627.cg3248	2.6e-302	828.0	COG4585@1|root,COG4585@2|Bacteria,2GJKG@201174|Actinobacteria,22JTZ@1653|Corynebacteriaceae	201174|Actinobacteria	T	Histidine kinase	hrrS	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA_3
WA5_RS14695	196627.cg3249	2.38e-127	362.0	2EDI1@1|root,337DZ@2|Bacteria,2IM1M@201174|Actinobacteria,22N9K@1653|Corynebacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF2020)	-	-	-	ko:K07146	-	-	-	-	ko00000	-	-	-	DUF2020
WA5_RS16330	196627.cg3250	2.25e-27	99.4	2EHSF@1|root,33BI6@2|Bacteria,2HP77@201174|Actinobacteria,22PJH@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS14705	196627.cg3251	4.18e-198	548.0	COG3764@1|root,COG3764@2|Bacteria,2GKT6@201174|Actinobacteria,22KHZ@1653|Corynebacteriaceae	201174|Actinobacteria	M	Sortase (surface protein transpeptidase)	srtB	-	3.4.22.70	ko:K07284	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	Sortase
WA5_RS14710	196627.cg3252	1.5e-293	802.0	COG0706@1|root,COG0706@2|Bacteria,2GJBU@201174|Actinobacteria,22KSX@1653|Corynebacteriaceae	201174|Actinobacteria	U	inner membrane protein translocase component YidC	yidC	-	-	ko:K03217	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03029	2.A.9	-	-	60KD_IMP
WA5_RS14715	196627.cg3253	6.14e-147	414.0	COG1309@1|root,COG1309@2|Bacteria,2ICWK@201174|Actinobacteria,22KPY@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	mcbR	-	-	-	-	-	-	-	-	-	-	-	TetR_N
WA5_RS14720	196627.cg3254	1.25e-47	153.0	COG2261@1|root,COG2261@2|Bacteria,2GSMN@201174|Actinobacteria,22NVA@1653|Corynebacteriaceae	201174|Actinobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	Transgly_assoc
WA5_RS14725	196627.cg3255	4.87e-206	571.0	COG0589@1|root,COG0589@2|Bacteria,2GMFE@201174|Actinobacteria,22JK2@1653|Corynebacteriaceae	201174|Actinobacteria	T	universal stress protein	uspA1	-	-	-	-	-	-	-	-	-	-	-	Usp
WA5_RS14730	196627.cg3256	2.94e-225	621.0	COG2141@1|root,COG2141@2|Bacteria,2GJ66@201174|Actinobacteria,22KIC@1653|Corynebacteriaceae	201174|Actinobacteria	C	Coenzyme F420-dependent N5N10-methylene tetrahydromethanopterin reductase and related	-	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
WA5_RS14740	196627.cg3258	8.89e-237	651.0	COG0564@1|root,COG0564@2|Bacteria,2GJ2Z@201174|Actinobacteria,22JIP@1653|Corynebacteriaceae	201174|Actinobacteria	J	Pseudouridylate synthases, 23S RNA-specific	rluC	-	5.4.99.28,5.4.99.29	ko:K06177	-	-	-	-	ko00000,ko01000,ko03009,ko03016	-	-	-	PseudoU_synth_2
WA5_RS14765	196627.cg3261	3.24e-77	230.0	COG1725@1|root,COG1725@2|Bacteria,2IQKP@201174|Actinobacteria,22NH1@1653|Corynebacteriaceae	201174|Actinobacteria	K	transcriptional	gntR1	-	-	-	-	-	-	-	-	-	-	-	GntR
WA5_RS14770	196627.cg3263	0.0	872.0	COG1432@1|root,COG3087@1|root,COG1432@2|Bacteria,COG3087@2|Bacteria,2GKEJ@201174|Actinobacteria,22M3A@1653|Corynebacteriaceae	201174|Actinobacteria	D	NYN domain	-	-	-	-	-	-	-	-	-	-	-	-	NYN
WA5_RS14775	196627.cg3264	5.99e-163	461.0	COG1842@1|root,COG1842@2|Bacteria,2GJGD@201174|Actinobacteria,22KXY@1653|Corynebacteriaceae	201174|Actinobacteria	KT	Phage shock protein A (IM30), suppresses sigma54-dependent transcription	rsmP	-	-	-	-	-	-	-	-	-	-	-	PspA_IM30
WA5_RS14785	196627.cg3266	1.37e-250	689.0	COG2801@1|root,COG2801@2|Bacteria,2GJ3V@201174|Actinobacteria,22KZ9@1653|Corynebacteriaceae	201174|Actinobacteria	L	Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	LZ_Tnp_IS481,rve
WA5_RS14790	196627.cg3267	2.7e-225	620.0	COG2041@1|root,COG2041@2|Bacteria,2GIZH@201174|Actinobacteria,22RHU@1653|Corynebacteriaceae	201174|Actinobacteria	C	Oxidoreductase molybdopterin binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Ni_hydr_CYTB,Oxidored_molyb
WA5_RS15895	196627.cg3268	1.28e-49	157.0	COG4117@1|root,COG4117@2|Bacteria,2I5A8@201174|Actinobacteria,22JZJ@1653|Corynebacteriaceae	201174|Actinobacteria	C	Thiosulfate reductase cytochrome B subunit (membrane anchoring protein)	-	-	-	-	-	-	-	-	-	-	-	-	Ni_hydr_CYTB
WA5_RS14800	196627.cg3269	8.86e-60	183.0	COG4117@1|root,COG4117@2|Bacteria,2I5A8@201174|Actinobacteria,22JZJ@1653|Corynebacteriaceae	201174|Actinobacteria	C	Thiosulfate reductase cytochrome B subunit (membrane anchoring protein)	-	-	-	-	-	-	-	-	-	-	-	-	Ni_hydr_CYTB
WA5_RS14810	196627.cg3271	1.57e-147	417.0	COG0500@1|root,COG0500@2|Bacteria,2I5D2@201174|Actinobacteria,22RIM@1653|Corynebacteriaceae	201174|Actinobacteria	Q	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_23,Methyltransf_25
WA5_RS14815	196627.cg3272	4.92e-155	437.0	COG1814@1|root,COG1814@2|Bacteria,2GIZ3@201174|Actinobacteria,22KBG@1653|Corynebacteriaceae	201174|Actinobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	VIT1
WA5_RS14825	196627.cg3273	3.54e-59	182.0	COG1917@1|root,COG1917@2|Bacteria,2HA7C@201174|Actinobacteria,22NZT@1653|Corynebacteriaceae	201174|Actinobacteria	S	AraC-like ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
WA5_RS16620	558173.CDOO_00845	1.71e-16	73.2	COG1961@1|root,COG1961@2|Bacteria,2GNP3@201174|Actinobacteria,22MUH@1653|Corynebacteriaceae	201174|Actinobacteria	L	Site-specific recombinases, DNA invertase Pin homologs	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
WA5_RS16625	196627.cg3274	6.43e-41	135.0	COG1961@1|root,COG1961@2|Bacteria,2HQ9D@201174|Actinobacteria,22QTA@1653|Corynebacteriaceae	201174|Actinobacteria	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Resolvase
WA5_RS14835	196627.cg3275	5.04e-81	239.0	COG1146@1|root,COG1146@2|Bacteria,2IKVN@201174|Actinobacteria,22N7C@1653|Corynebacteriaceae	201174|Actinobacteria	C	ferredoxin	fdxA	GO:0001666,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0008150,GO:0009605,GO:0009607,GO:0009628,GO:0036293,GO:0043207,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0070482,GO:0075136	-	-	-	-	-	-	-	-	-	-	Fer4
WA5_RS14840	196627.cg3277	5.61e-71	214.0	COG1917@1|root,COG1917@2|Bacteria,2IQI4@201174|Actinobacteria,22N8F@1653|Corynebacteriaceae	201174|Actinobacteria	S	Cupin domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
WA5_RS14845	1121353.H924_02135	4.85e-43	140.0	2B3JN@1|root,31W8V@2|Bacteria,2HXP4@201174|Actinobacteria,22QUC@1653|Corynebacteriaceae	201174|Actinobacteria	S	Hexameric tyrosine-coordinated heme protein (HTHP)	-	-	-	-	-	-	-	-	-	-	-	-	HTHP
WA5_RS14850	196627.cg3280	1.43e-144	409.0	COG3544@1|root,COG3544@2|Bacteria,2IKUE@201174|Actinobacteria,22JND@1653|Corynebacteriaceae	201174|Actinobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF305
WA5_RS14855	196627.cg3281	0.0	1348.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,22KEE@1653|Corynebacteriaceae	201174|Actinobacteria	P	cation transport ATPase	copB	-	3.6.3.3,3.6.3.4,3.6.3.5,3.6.3.54	ko:K01533,ko:K01534,ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5,3.A.3.6	-	-	E1-E2_ATPase,Hydrolase
WA5_RS14860	1121353.H924_02250	7.92e-44	144.0	COG2608@1|root,COG2608@2|Bacteria,2GVF7@201174|Actinobacteria,22RDF@1653|Corynebacteriaceae	201174|Actinobacteria	P	Heavy-metal-associated domain	-	-	-	-	-	-	-	-	-	-	-	-	HMA
WA5_RS14865	196627.cg3284	2.34e-283	775.0	COG2770@1|root,COG5002@1|root,COG2770@2|Bacteria,COG5002@2|Bacteria,2GIX7@201174|Actinobacteria,22M0Q@1653|Corynebacteriaceae	201174|Actinobacteria	T	Histidine kinase	tcsS4	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA
WA5_RS14870	196627.cg3285	4.15e-172	480.0	COG0745@1|root,COG0745@2|Bacteria,2GJE6@201174|Actinobacteria,22RAV@1653|Corynebacteriaceae	201174|Actinobacteria	K	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
